player_id,name_short,name_long,position,nationality,name_ko_long,name_ko_short
2817,N. Milenković,Nikola Milenkovic,Defender,Serbia,니콜라 밀렌코비치,N. 밀렌코비치
67943,Morato,Felipe Rodrigues da Silva,Defender,Brazil,모라투,모라투
363695,Murillo,Murillo Santiago Costa dos Santos,Defender,Brazil,무릴루,무릴루
163069,L. Netz,Luca Netz,Defender,Germany,루카 네츠,L. 네츠
181806,N. Savona,Nicolò Savona,Defender,Italy,니콜로 사보나,N. 사보나
380663,J. Sinclair,Jimmy Sinclair,Midfielder,England,지미 싱클레어,J. 싱클레어
138780,N. Williams,Neco Shay Williams,Defender,Wales,니코 윌리엄스,N. 윌리엄스
138908,E. Anderson,Elliot Anderson,Midfielder,Scotland,엘리엇 앤더슨,E. 앤더슨
6056,N. Domínguez,Nicolás Martín Domínguez,Midfielder,Argentina,니콜라스 도밍게스,N. 도밍게스
18746,M. Gibbs-White,Morgan Anthony Gibbs-White,Midfielder,England,모건 깁스화이트,M. 깁스화이트
2298,C. Hudson-Odoi,Callum James Hudson-Odoi,Midfielder,England,칼럼 허드슨오도이,C. 허드슨오도이
158697,J. McAtee,James John McAtee,Midfielder,England,제임스 매카티,J. 매카티
22149,I. Sangaré,Ibrahim Sangaré,Midfielder,Côte d'Ivoire,이브라힘 상가레,I. 상가레
353968,A. Whitehall,Archie Harry Thomas Whitehall,Midfielder,England,아치 화이트홀,A. 화이트홀
19305,R. Yates,Ryan James Yates,Midfielder,England,라이언 예이츠,R. 예이츠
8598,T. Awoniyi,Taiwo Micheal Awoniyi,Attacker,Nigeria,타이워 아워니이,T. 아워니이
129695,D. Bakwa,Dilane Bakwa,Attacker,France,딜란 바크와,D. 바크와
383771,Z. Blake,Zyan Blake,Attacker,England,자이언 블레이크,Z. 블레이크
284428,O. Hutchinson,Omari Elijah Giraud-Hutchinson,Midfielder,Jamaica,오마리 허친슨,O. 허친슨
9366,I. Jesus,Igor Jesus Maciel da Cruz,Attacker,Brazil,이고르 제주스,I. 제주스
199089,L. Lucca,Lorenzo Lucca,Attacker,Italy,로렌초 루카,L. 루카
48648,D. Ndoye,Dan Assane Ndoye,Attacker,Switzerland,단 은도이,D. 은도이
18931,C. Wood,Christopher Grant Wood,Attacker,New Zealand,크리스 우드,C. 우드
36878,M. Bizot,Marco Bizot,Goalkeeper,Netherlands,마르코 비조트,M. 비조트
19599,E. Martínez,Damián Emiliano Martínez Romero,Goalkeeper,Argentina,에밀리아노 마르티네스,E. 마르티네스
452427,R. Oakley,Russ Oakley,Goalkeeper,England,러스 오클리,R. 오클리
398004,S. Proctor,Sam Proctor,Goalkeeper,England,샘 프록터,S. 프록터
284390,J. Wright,James Wright,Goalkeeper,England,제임스 라이트,J. 라이트
284457,L. Bogarde,Lamare Trenton Chansey Bogarde,Midfielder,Netherlands,라마러 보가르드,L. 보가르드
19298,M. Cash,Matthew Stuart Cash,Midfielder,Poland,맷 캐시,M. 캐시
2724,L. Digne,Lucas Digne,Defender,France,뤼카 디뉴,L. 디뉴
388013,A. Garcia,Andrés García Robledo,Defender,Spain,안드레스 가르시아,A. 가르시아
19354,E. Konsa,Ezri Konsa Ngoyo,Defender,England,에즈리 콘사,E. 콘사
889,V. Lindelöf,Victor Jörgen Nilsson Lindelöf,Defender,Sweden,빅토르 린델뢰프,V. 린델뢰프
138816,I. Maatsen,Ian Ethan Maatsen,Defender,Netherlands,이안 마트선,I. 마트선
19179,T. Mings,Tyrone Deon Mings,Defender,England,타이론 밍스,T. 밍스
415107,Y. Mosquera,Yeimar Jesús Mosquera Mosquera,Defender,Colombia,예이마르 모스케라,Y. 모스케라
482915,L. Routh,Leon Routh,Defender,England,리언 라우스,L. 라우스
46815,P. Torres,Pau Francisco Torres,Defender,Spain,파우 토레스,P. 토레스
2287,R. Barkley,Ross Barkley,Midfielder,England,로스 바클리,R. 바클리
19071,E. Buendía,Emiliano Buendía Stati,Midfielder,Argentina,에밀리아노 부엔디아,E. 부엔디아
453101,B. Burrows,Bradley-Paul Burrowes,Midfielder,England,브래들리폴 버로스,B. 버로스
416250,T. Carroll,Theodore Carroll,Defender,England,시어도어 캐럴,T. 캐럴
47522,D. Luiz,Douglas Luiz Soares de Paulo,Midfielder,Brazil,도글라스 루이스,D. 루이스
19035,H. Elliott,Harvey Daniel James Elliott,Midfielder,England,하비 엘리엇,H. 엘리엇
364566,G. Hemmings,George Hemmings,Midfielder,England,조지 헤밍스,G. 헤밍스
1904,B. Kamara,Boubacar Bernard Kamara,Midfielder,France,부바카르 카마라,B. 카마라
553420,M. Kone,Mohamed Koné,Midfielder,Côte d'Ivoire,모하메드 코네,M. 코네
19191,J. McGinn,John McGinn,Midfielder,Scotland,존 맥긴,J. 맥긴
162714,A. Onana,Amadou Ba Zeund Georges Mvom Onana,Midfielder,Belgium,아마두 오나나,A. 오나나
19170,M. Rogers,Morgan Elliot Rogers,Midfielder,England,모건 로저스,M. 로저스
2926,Y. Tielemans,Youri Marion A. Tielemans,Midfielder,Belgium,유리 틸레망스,Y. 틸레망스
19194,T. Abraham,Tammy Bakumo-Abraham,Attacker,England,타미 에이브러햄,T. 에이브러햄
464004,Alysson,Alysson Edward Franco da Rocha dos Santos,Attacker,Brazil,알리송,알리송
983,L. Bailey,Leon Patrick Bailey Butler,Midfielder,Jamaica,레온 베일리,L. 베일리
514519,B. Madjo,Brian Djomeni Madjo,Attacker,England,브라이언 마조,B. 마조
553848,T. Mulley,Trai-Varn Divinche Mulley,Attacker,England,트라이반 멀리,T. 멀리
18,J. Sancho,Jadon Malik Sancho,Midfielder,England,제이든 산초,J. 산초
19366,O. Watkins,Oliver George Arthur Watkins,Attacker,England,올리 왓킨스,O. 왓킨스
278454,M. Ellborg,Melker Åke Ellborg,Goalkeeper,Sweden,멜케르 엘보리,M. 엘보리
19089,S. Moore,Simon William Moore,Goalkeeper,England,사이먼 무어,S. 무어
194536,R. Roefs,Robin Roefs,Goalkeeper,Netherlands,로빈 루프스,R. 루프스
6168,O. Alderete,Omar Federico Alderete Fernández,Defender,Paraguay,오마르 알데레테,O. 알데레테
55904,D. Ballard,Daniel George Ballard,Defender,Northern Ireland,다니엘 발라드,D. 발라드
162076,D. Cirkin,Dennis Cirkin,Defender,Latvia,데니스 서킨,D. 서킨
37143,L. Geertruida,Lutsharel Geertruida,Defender,Netherlands,루차렐 헤이르트라위다,L. 헤이르트라위다
119121,T. Hume,Trai Hume,Defender,Northern Ireland,트레이 흄,T. 흄
557488,J. Jones,Jenson Oliver Jones,Defender,England,젠슨 존스,J. 존스
22225,Reinildo,Reinildo Isnard Mandava,Defender,Mozambique,헤이닐두 만다바,헤이닐두
1146,N. Mukiele,Nordi Mukiele Mulere,Defender,France,노르디 무키엘레,N. 무키엘레
19911,L. O'Nien,Luke Terry O'Nien,Defender,England,루크 오나이언,L. 오나이언
554280,J. T. Bi,Jocelin Ta Bi,Midfielder,Côte d'Ivoire,조셀린 타 비,J. 타 비
327631,H. Diarra,Mouhamadou Habib Diarra,Midfielder,Senegal,하비브 디아라,H. 디아라
330640,H. Jones,Harrison Jones,Midfielder,England,해리슨 존스,H. 존스
381014,J. Jones,Jenson Oliver Jones,Midfielder,England,젠슨 존스,J. 존스
20638,E. Le Fée,Enzo Jérémy Le Fée,Midfielder,France,엔조 르페,E. 르페
339201,C. Rigg,Christopher Rigg,Midfielder,England,크리스 리그,C. 리그
365331,N. Sadiki,Noah Junior Sadiki,Midfielder,DR Congo,노아 사디키,N. 사디키
362766,J. Whittaker,Jack Whittaker,Midfielder,England,잭 휘태커,J. 휘태커
1464,G. Xhaka,Granit Xhaka,Midfielder,Switzerland,그라니트 자카,G. 자카
388461,A. Abdullahi,Ahmed Abdullahi,Attacker,Nigeria,아흐메드 압둘라히,A. 압둘라히
428076,M. Aleksić,Milan Aleksic,Midfielder,Serbia,밀란 알렉시치,M. 알렉시치
311543,N. Angulo,Nilson David Angulo Ramírez,Midfielder,Ecuador,닐손 앙굴로,N. 앙굴로
38750,B. Brobbey,Brian Ebenezer Adjei Brobbey,Attacker,Netherlands,브라이언 브로비,B. 브로비
84087,W. Isidor,Wilson Isidor,Attacker,France,윌손 이지도르,W. 이지도르
349799,E. Mayenda,Eliezer Mayenda Dossou,Attacker,Spain,엘리에세르 마옌다,E. 마옌다
284414,R. Mundle,Romaine Lee Mundle,Attacker,England,로메인 먼들,R. 먼들
336659,C. Talbi,Chemsdine Talbi,Midfielder,Morocco,솀스딘 탈비,C. 탈비
671,B. Traoré,Bertrand Isidore Traoré,Attacker,Burkina Faso,베르트랑 트라오레,B. 트라오레
152953,L. Colwill,Levi Lemar Samuels Colwill,Defender,England,리바이 콜윌,L. 콜윌
63577,M. Mudryk,Mykhailo Mudryk,Midfielder,Ukraine,미하일로 무드리크,M. 무드리크
123469,Z. Amdouni,Mohamed Zeki Amdouni,Attacker,Switzerland,제키 암두니,Z. 암두니
25628,J. Beyer,Louis Jordan Beyer,Defender,Germany,요르단 바이어,J. 바이어
19331,C. Roberts,Connor Richard John Roberts,Defender,Wales,코너 로버츠,C. 로버츠
19362,J. Dasilva,Pelenda Joshua Tunga Dasilva,Midfielder,England,조시 다실바,J. 다실바
319517,A. Milambo,Antoni-Djibu Milambo,Midfielder,Netherlands,안토니 밀람보,A. 밀람보
380653,L. Chiwome,Leon Chiwome,Attacker,England,레온 치워메,L. 치워메
